,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ремонт,Ипотека,Доступность,load_time
173,sberbank/200691349775,СберБанк,"Московский просп., 75, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.902998,30.317952,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,53,77,81,23,,,,,2024-08-05 16:36:22
174,sberbank/1111133173,СберБанк,"Пискарёвский просп., 35, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.976963,30.419220,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",75,55,63,92,,,,,,2024-08-05 16:36:22
175,sberbank/1133300622,СберБанк,"ул. Бабушкина, 38, корп. 2, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.878098,30.442333,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,56,56,100,,,,,,2024-08-05 16:36:22
176,sberbank/1063861651,СберБанк,"Шоссейная ул., 12, посёлок Бугры",,"'mon': выходной, 'tue': 09:00-17:15, 'wed': 09:00-17:15, 'thu': 09:00-17:15, 'fri': 09:00-17:15, 'sat': 10:00-15:15, 'sun': выходной, ",60.068875,30.393069,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,38,0,,0,,,,,2024-08-05 16:36:22
177,sberbank/150675268280,,,,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",55.755863,37.617700,,[],[],,,,,,,,,,2024-08-05 16:36:22
178,sberbank/89097608975,СберБанк,"просп. Большевиков, 27, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.900520,30.485874,"4,3",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,,2024-08-05 16:36:22
179,sberbank/31785334427,СберБанк,"Садовая ул., 10, посёлок Аннино",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-14:15, 'sun': выходной, ",59.775857,30.044559,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,53,0,,27,,,,,2024-08-05 16:36:22
180,sberbank/1075155954,СберБанк,"ш. Революции, 16, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-18:30, 'sun': выходной, ",59.959562,30.416767,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,51,61,100,58,,,,,2024-08-05 16:36:22
181,sberbank/1049321052,СберБанк,"ул. Коллонтай, 24, корп. 2, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 09:45-19:30, 'wed': 09:45-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:30-16:30, 'sun': выходной, ",59.921746,30.475588,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",70,57,56,92,40,63,,72,,2024-08-05 16:36:22
182,sberbank/1035696029,СберБанк,"просп. Ветеранов, 114, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.832548,30.198405,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,64,83,85,53,46,,53,,2024-08-05 16:36:22
183,sberbank/1499269781,СберБанк,"площадь Карла Фаберже, 8Б, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.935638,30.436053,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",64,53,50,81,,,,,,2024-08-05 16:36:22
184,sberbank/69117683964,СберБанк,"просп. Художников, 13, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",60.036785,30.345916,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",70,64,85,100,,,,,,2024-08-05 16:36:22
